,کد اشتراک,نوع پروانه,شهرستان,سریال کنتور,سایز کنتور,تاریخ نصب,زمان آخرین اتصال,مصرف بازه (m³),ساعت کارکرد بازه (h),میانگین دبی بازه l/s
1378,805172,شرب و بهداشت دام,نیشابور,909801033376.0,50.0,1399/08/22,1404/01/27 - 03:10:41,-13.83,149250.8,0.99
1379,606137,کشاورزی,تربت حیدریه,909801037279.0,150.0,1400/09/21,1404/01/28 - 02:10:39,4208830.3,4720307.4,26.17
1380,806488,کشاورزی,نیشابور,909801036864.0,50.0,1400/08/16,1404/01/28 - 02:10:10,-1595.03,0.0,
1381,518228,کشاورزی,مشهد,909801041121.0,200.0,1401/07/27,1404/01/28 - 02:10:23,28168.74,4253.5,16.69
1382,300156,خدمات,گناباد,909801052859.0,50.0,1402/08/14,1404/01/28 - 03:10:38,,,
1383,622256,کشاورزی,تربت حیدریه,909801061843.0,80.0,1403/03/09,1404/01/28 - 03:12:22,,,
1384,100515,کشاورزی,سبزوار,909801039088.0,50.0,1400/11/06,1403/07/28 - 02:08:02,3989.683,6506.2,3.05
1385,514413,کشاورزی,مشهد,909801037035.0,100.0,1400/08/10,1404/01/28 - 01:59:52,173059.57,178497.1,10.32
1386,514517,کشاورزی,مشهد,909801032667.0,150.0,1399/06/02,1404/01/28 - 03:10:58,785511.4,619727.0,21.39
1387,804571,کشاورزی,مشهد,909801036261.0,150.0,1400/06/24,1404/01/28 - 02:03:50,1325332.9,671928.9,19.54
1388,529028,کشاورزی,مشهد,909801047770.0,150.0,1401/09/17,1403/01/09 - 03:01:47,98280.13,1587.5,32.14
1389,529166,کشاورزی,مشهد,909801033360.0,150.0,1399/10/16,1404/01/28 - 02:07:38,-170120.8,152154.4,12.6
1390,604003,کشاورزی,تربت حیدریه,909801052357.0,80.0,1402/09/08,1403/08/30 - 02:37:43,,,
1391,603106,,تربت حیدریه,909801067267.0,200.0,1403/07/29,1404/01/28 - 03:11:07,,,
1392,515318,کشاورزی,مشهد,909801032092.0,200.0,1398/11/28,1404/01/28 - 02:09:50,723888.9,474947.5,31.26
1393,514565,کشاورزی,مشهد,909801041128.0,50.0,1401/02/08,1404/01/28 - 02:08:16,179128.89,696716.8,6.57
1394,102108,,سبزوار,909801069225.0,100.0,1403/12/05,1404/01/28 - 03:04:49,,,
1395,514990,کشاورزی,مشهد,909801039192.0,125.0,1401/01/20,1404/01/28 - 02:07:26,151897.7,324332.9,8.12
1396,604745,کشاورزی,تربت حیدریه,909801057398.0,80.0,1403/08/03,1404/01/28 - 03:10:32,,,
1397,604282,,تربت حیدریه,909801067691.0,50.0,1403/10/18,1404/01/28 - 03:11:03,,,
1398,628052,کشاورزی,کاشمر,909801037469.0,50.0,1401/02/26,1404/01/28 - 02:10:43,1379.871,531.2,4.89
1399,603355,کشاورزی,تربت حیدریه,909801064594.0,125.0,1403/06/08,1404/01/28 - 03:11:14,,,
1400,100363,کشاورزی,سبزوار,909801063978.0,50.0,1403/03/28,1404/01/26 - 03:10:47,,,
1401,515624,,مشهد,909801032441.0,150.0,1399/04/28,1404/01/28 - 02:08:31,222839.4,439180.1,29.62
1402,529017,کشاورزی,مشهد,909801034005.0,100.0,1399/11/11,1403/06/05 - 00:42:52,153742.79,223962.7,9.23
1403,603464,,تربت حیدریه,909801068729.0,125.0,1403/10/22,1404/01/28 - 03:09:44,,,
1405,529290,کشاورزی,مشهد,909801041739.0,100.0,1401/08/05,1404/01/28 - 02:10:33,92459.38,16587.8,12.34
1406,515004,کشاورزی,مشهد,909801063157.0,150.0,1403/03/31,1404/01/28 - 03:06:26,,,
1407,529010,کشاورزی,مشهد,909801045531.0,150.0,1401/07/06,1404/01/17 - 03:04:13,214511.8,66446.6,23.71
1408,516108,صنعتی,مشهد,909801033154.0,50.0,1399/07/27,1403/06/05 - 02:08:43,41054.37,61771.8,0.4
1409,529227,کشاورزی,مشهد,909801035276.0,150.0,1400/04/08,1404/01/28 - 02:10:34,377422.1,794295.5,20.34
1410,615327,کشاورزی,تربت حیدریه,909801037804.0,50.0,1400/10/12,1402/04/02 - 02:11:18,119798.013,142093.1,7.36
1411,529547,صنعتی,مشهد,909801035171.0,50.0,1400/03/24,1404/01/28 - 03:10:42,2238.731,69619.8,2.41
1412,512834,,مشهد,929801000319.0,15.0,1403/03/22,1404/01/25 - 13:53:11,,,
1413,512835,,مشهد,929801000320.0,15.0,1403/03/22,1404/01/27 - 13:54:03,,,
1414,606161,,تربت حیدریه,909801056408.0,150.0,1403/09/06,1404/01/28 - 03:10:15,,,
1415,805513,کشاورزی,نیشابور,909801037021.0,100.0,1400/09/25,1404/01/26 - 03:13:31,193443.4,1783596.3,7.92
1416,514684,کشاورزی,مشهد,909801037181.0,150.0,1401/01/29,1403/09/24 - 01:34:07,295924.1,53563.9,15.73
1417,514756,کشاورزی,مشهد,909801032645.0,100.0,1399/05/17,1403/06/05 - 02:07:42,135363.1,305458.2,13.1
1418,303182,,گناباد,909801037833.0,100.0,1400/12/24,1402/07/23 - 02:03:01,140336.692,287341.6,6.34
1419,300350,,احمدآبادصولت,909801067568.0,50.0,1403/10/08,1404/01/28 - 03:10:47,,,
1420,805188,کشاورزی,نیشابور,909801058381.0,150.0,1403/05/31,1404/01/28 - 03:07:36,,,
1421,518607,کشاورزی,مشهد,909801032085.0,150.0,1398/12/06,1403/12/27 - 10:53:52,1138193.2,633951.9,27.01
1422,514779,,مشهد,909801056229.0,125.0,1403/11/02,1404/01/28 - 03:10:58,,,
1423,519954,صنعتی,مشهد,909801063974.0,50.0,1403/04/21,1404/01/28 - 03:10:38,,,
1424,604908,کشاورزی,تربت حیدریه,909801053979.0,200.0,1403/03/16,1404/01/28 - 03:11:28,,,
1425,515012,صنعتی,مشهد,909801033642.0,50.0,1399/10/02,1403/03/01 - 00:54:34,49.722,43.6,4.04
1426,529018,کشاورزی,مشهد,605621980605.0,150.0,1398/09/10,1404/01/28 - 03:10:41,439690.42,166852.0,23.64
1427,5515817,,فریمان,929801000382.0,15.0,1403/11/05,1404/01/27 - 13:52:38,,,
1428,514850,کشاورزی,مشهد,909801032484.0,50.0,1399/05/19,1403/06/04 - 23:53:59,49015.1,207267.3,4.26
1429,603047,کشاورزی,تربت حیدریه,909801065659.0,150.0,1403/05/25,1404/01/28 - 03:11:29,,,
1430,604360,کشاورزی,تربت حیدریه,909801039074.0,50.0,1401/02/10,1404/01/21 - 01:54:14,1279.564,10925.3,1.18
1431,609193,خدمات,کاشمر,909801032895.0,50.0,1399/06/27,1404/01/28 - 02:10:38,19614.849,402242.3,67.33
1432,518947,شرب و بهداشت دام,مشهد,909801039482.0,50.0,1401/01/21,1403/10/10 - 03:12:54,0.0,,
1433,604846,کشاورزی,تربت حیدریه,909801035272.0,50.0,1400/05/17,1404/01/27 - 02:03:02,56162.88,177536.3,2.08
1434,604893,کشاورزی,تربت حیدریه,909801034826.0,50.0,1400/01/31,1404/01/11 - 02:07:01,329802.09,510273.9,5.27
1435,805849,,نیشابور,909801067634.0,50.0,1403/08/30,1404/01/28 - 03:10:45,,,
1436,603071,,تربت حیدریه,909801068274.0,150.0,1403/11/01,1404/01/28 - 03:10:46,,,
1437,604258,کشاورزی,تربت حیدریه,909801033521.0,50.0,1399/09/26,1402/10/07 - 01:54:43,5072.243,33782.3,2.37
1438,517020,,مشهد,909801037291.0,50.0,1402/04/14,1403/03/16 - 02:05:13,0.0,,
1439,515948,کشاورزی,مشهد,909801035279.0,100.0,1400/07/11,1404/01/28 - 02:10:26,,,
1440,529187,کشاورزی,مشهد,909801032669.0,150.0,1399/06/15,1404/01/24 - 02:04:23,314410.8,113709.8,30.08
1441,529253,کشاورزی,مشهد,909801032875.0,125.0,1399/06/10,1403/01/06 - 02:57:12,132511.9,335250.3,11.05
1442,622239,کشاورزی,تربت حیدریه,909801052381.0,50.0,1402/05/11,1404/01/28 - 03:10:40,,,
1443,603171,کشاورزی,تربت حیدریه,909801058268.0,150.0,1403/06/21,1404/01/28 - 03:10:43,,,
1444,607067,کشاورزی,خواف,909801034859.0,80.0,1400/03/27,1401/12/23 - 02:10:32,169951.2,1040651.5,10.31
1445,200370,,قوچان,909801036619.0,50.0,1400/07/24,1402/06/27 - 02:01:04,3795.323,20933.2,1.97
1446,805272,کشاورزی,نیشابور,909801048261.0,80.0,1402/04/06,1402/09/08 - 02:41:19,0.0,12.7,3.4
1447,200792,کشاورزی,قوچان,909801056230.0,125.0,1403/03/16,1403/12/16 - 03:10:17,,,
1448,529359,کشاورزی,مشهد,909801033141.0,100.0,1399/10/02,1404/01/28 - 02:09:33,630068.7,621351.8,8.45
1449,604218,,تربت حیدریه,909801033928.0,125.0,1400/01/18,1404/01/28 - 02:10:31,107024.99,1352156.2,3.75
1450,514506,کشاورزی,مشهد,909801035196.0,100.0,1400/03/03,1404/01/26 - 02:08:50,78338.5,1618470.2,3.22
1451,517653,شرب و بهداشت دام,مشهد,909801041991.0,50.0,1402/09/02,1404/01/28 - 03:08:29,,,
1452,604023,کشاورزی,تربت حیدریه,909801061629.0,50.0,1403/02/30,1404/01/28 - 03:10:36,,,
1453,524216,صنعتی,مشهد,909801033635.0,50.0,1399/10/18,1404/01/28 - 02:10:47,87.074,2311.9,0.77
1454,540554,,مشهد,909801034650.0,50.0,1400/01/15,1404/01/28 - 01:37:05,4205.0,27890.0,4.67
1455,529173,کشاورزی,مشهد,909801062089.0,200.0,1403/03/03,1404/01/28 - 03:10:46,,,
1456,529128,کشاورزی,مشهد,909801055907.0,100.0,1402/09/29,1404/01/25 - 02:37:15,,,
1457,603162,کشاورزی,تربت حیدریه,909801054119.0,150.0,1402/08/01,1404/01/28 - 03:10:49,,,
1458,100016,کشاورزی,سبزوار,909801039105.0,150.0,1400/11/04,1401/06/04 - 02:11:02,244820.73,184547.6,22.29
1459,605386,کشاورزی,تربت حیدریه,909801035070.0,100.0,1400/03/08,1403/02/28 - 02:10:37,78981.24,468685.1,6.28
1460,518435,شرب و بهداشت دام,مشهد,909801063369.0,50.0,1403/07/16,1404/01/28 - 03:11:33,,,
1461,604032,,تربت حیدریه,909801048571.0,100.0,1403/11/07,1404/01/23 - 02:20:52,11.72,0.0,0.9
1462,14211341,,خرو,929801000229.0,15.0,1402/12/12,1404/01/27 - 13:53:49,,,
1463,622645,,کاشمر,909801068222.0,150.0,1403/12/22,1404/01/28 - 03:11:04,,,
1464,1636100141,,مشهد,929801000444.0,15.0,1403/12/04,1404/01/25 - 13:51:46,,,
1465,0005111914,,طرقبه,929801000400.0,15.0,1403/08/06,1404/01/27 - 13:52:31,,,
1466,600394,,تربت حیدریه,909801061846.0,80.0,1403/11/06,1404/01/28 - 03:02:00,,,
1467,517218,کشاورزی,مشهد,909801039481.0,50.0,1401/03/25,1404/01/28 - 02:10:43,601.828,621.4,2.7
1468,301167,کشاورزی,گناباد,909801054213.0,100.0,1403/04/06,1404/01/28 - 03:08:46,,,
1469,524461,صنعتی,مشهد,909801035299.0,50.0,1400/04/07,1404/01/20 - 10:09:00,0.0,,
1470,300355,کشاورزی,گناباد,909801059519.0,80.0,1403/04/12,1404/01/28 - 03:08:42,,,
1472,515409,صنعتی,مشهد,909801034646.0,50.0,1399/12/26,1403/08/13 - 02:10:47,3932.216,34456.6,3.62
1473,107410,کشاورزی,سبزوار,909801041495.0,150.0,1401/03/19,1404/01/28 - 02:10:35,508599.1,35960.4,30.14
1474,805541,کشاورزی,مشهد,909801046025.0,125.0,1401/07/24,1404/01/28 - 02:10:35,25449.52,23239.8,6.74
1475,805797,کشاورزی,نیشابور,909801052866.0,50.0,1403/04/02,1404/01/28 - 03:10:47,,,
1476,529051,کشاورزی,مشهد,909801048181.0,150.0,1401/09/20,1403/07/05 - 01:03:52,81867.99,769.1,31.42
1477,924082,کشاورزی,تربت جام,909801032643.0,100.0,1399/05/22,1403/01/26 - 01:54:09,107417.7,2330134.9,5.82
1478,515009,کشاورزی,مشهد,909801035119.0,150.0,1400/03/13,1404/01/14 - 02:06:05,302146.9,794951.3,32.46
1479,516589,,مشهد,909801034209.0,50.0,1399/12/16,1404/01/28 - 02:11:13,1677.098,11482.1,0.47
1480,622011,کشاورزی,تربت حیدریه,909801063113.0,100.0,1403/04/16,1404/01/28 - 03:09:50,,,
1481,515832,کشاورزی,مشهد,909801046732.0,125.0,1401/07/14,1404/01/28 - 03:11:52,66126.7,32248.4,6.61
1482,103327,,سبزوار,909801070389.0,50.0,1404/01/19,1404/01/28 - 03:10:18,,,
1483,913102,کشاورزی,تربت جام,909801049172.0,100.0,1402/05/17,1403/07/03 - 02:51:00,0.0,,
1484,606232,کشاورزی,گناباد,909801048290.0,150.0,1401/12/15,1404/01/11 - 03:10:37,12378.07,82.9,39.54
1485,514404,کشاورزی,مشهد,909801037458.0,150.0,1400/11/25,1404/01/28 - 02:10:40,218506.25,413000.5,8.87
1486,607124,کشاورزی,خواف,909801035157.0,150.0,1400/04/22,1401/01/21 - 02:11:09,50613.4,5588.3,29.25
1487,529005,کشاورزی,مشهد,909801033240.0,125.0,1399/09/04,1404/01/28 - 02:08:20,-355490.48,34598.4,12.94
1488,529580,خدمات,مشهد,909801034653.0,50.0,1400/01/16,1404/01/28 - 02:08:21,13559.534,100035.5,2.3
1489,602016,,خواف,909801033605.0,50.0,1399/10/29,1401/04/04 - 02:10:39,418.661,4504.8,2.34
1490,1434760060,,صالح آباد,929801000521.0,15.0,1403/06/25,1404/01/25 - 13:50:48,,,
1491,529146,,مشهد,909801034014.0,125.0,1399/12/28,1404/01/28 - 02:11:24,240308.3,2819960.8,9.53
1492,529145,,مشهد,909801034698.0,150.0,1399/12/28,1403/12/06 - 02:08:38,458934.2,588151.1,29.04
1493,1628870300,,تربت جام,929801000309.0,15.0,1403/05/24,1404/01/27 - 13:10:26,,,
1494,515727,کشاورزی,مشهد,909801049771.0,150.0,1402/01/16,1404/01/26 - 03:08:14,0.0,3.7,1.15
1495,515952,کشاورزی,مشهد,909801049772.0,150.0,1401/12/29,1404/01/28 - 03:07:36,11.635,,3.2
1496,529382,کشاورزی,مشهد,909801034647.0,150.0,1400/01/29,1404/01/20 - 03:12:36,348490.43,516117.6,5.25
1497,529151,کشاورزی,مشهد,909801033927.0,125.0,1399/11/15,1403/11/18 - 02:10:32,269298.4,1632616.5,10.09
1498,514819,,مشهد,909801033315.0,80.0,1399/09/19,1404/01/28 - 02:06:19,214563.6,696362.6,10.03
1499,804867,کشاورزی,مشهد,909801035087.0,80.0,1400/04/11,1404/01/28 - 03:10:44,59085.79,87697.6,4.51
1500,514588,کشاورزی,مشهد,909801041205.0,150.0,1401/02/28,1404/01/28 - 02:11:24,247326.2,294784.0,25.58
1501,100626,,سبزوار,909801033069.0,80.0,1399/08/01,1401/07/01 - 02:11:50,0.0,,
1502,515019,کشاورزی,مشهد,909801033962.0,125.0,1399/11/29,1404/01/28 - 02:07:20,390984.2,659710.1,13.43
1503,514027,کشاورزی,مشهد,909801056386.0,125.0,1403/02/26,1404/01/03 - 03:11:02,,,
1504,515055,کشاورزی,مشهد,909801033373.0,200.0,1399/09/07,1404/01/28 - 02:10:38,697300.0,2916288.7,32.8
1505,604653,کشاورزی,تربت حیدریه,909801034837.0,50.0,1400/02/09,1404/01/28 - 02:10:33,3179.029,48297.1,0.65
1506,603179,کشاورزی,تربت حیدریه,909801041142.0,200.0,1401/05/13,1404/01/28 - 02:10:38,643274.4,189130.1,35.62
1507,603032,کشاورزی,تربت حیدریه,909801039679.0,125.0,1400/11/30,1404/01/28 - 02:08:11,522900.04,196130.5,22.87
1508,912882,کشاورزی,تایباد,909801032607.0,150.0,1399/08/21,1401/06/18 - 02:11:52,124404.094,75219.9,26.93
1509,524771,کشاورزی,قوچان,909801051931.0,50.0,1402/07/13,1404/01/28 - 03:10:46,,,
1510,529019,کشاورزی,مشهد,909801033246.0,200.0,1399/08/10,1404/01/28 - 02:10:39,-1155.3,0.0,
1511,622345,,تربت حیدریه,909801052807.0,50.0,1402/06/26,1404/01/28 - 03:10:42,,,
1512,622404,,تربت حیدریه,909801052857.0,50.0,1402/06/26,1404/01/28 - 03:10:31,,,
1514,804548,شرب و بهداشت دام,نیشابور,909801033615.0,80.0,1399/10/15,1404/01/28 - 02:11:21,226.536,47.7,3.27
1515,604683,شرب شهری,تربت حیدریه,909801052864.0,50.0,1402/09/20,1404/01/28 - 03:10:46,,,
1516,608686,کشاورزی,کاشمر,909801037788.0,100.0,1400/11/16,1404/01/28 - 02:09:13,230297.73,322385.8,8.38
1517,529073,کشاورزی,مشهد,909801035288.0,125.0,1400/04/10,1404/01/28 - 02:10:33,1290268.7,740625.7,21.51
1518,514176,کشاورزی,مشهد,909801056635.0,150.0,1403/01/27,1404/01/26 - 03:10:27,,,
1519,514021,کشاورزی,مشهد,909801036251.0,150.0,1400/06/28,1404/01/28 - 02:10:43,152958.75,663289.5,2.9
1520,603267,کشاورزی,تربت حیدریه,909801056500.0,150.0,1403/01/14,1404/01/28 - 03:09:18,,,
1521,603173,کشاورزی,تربت حیدریه,909801058267.0,150.0,1403/06/08,1403/12/28 - 03:10:47,,,
1522,601257,کشاورزی,تربت حیدریه,909801034097.0,150.0,1400/01/26,1404/01/28 - 02:10:40,26146.1,63725.8,1.0
1523,607156,کشاورزی,خواف,909801034844.0,125.0,1400/04/21,1401/09/10 - 02:10:57,0.0,,
1524,609153,کشاورزی,کاشمر,909801063908.0,50.0,1403/05/20,1403/09/27 - 03:09:02,,,
1525,618411,شرب و بهداشت دام,کاشمر,909801039115.0,50.0,1400/11/19,1404/01/28 - 02:10:45,2693.35,13995.5,0.31
1526,518886,کشاورزی,مشهد,909801063976.0,50.0,1403/04/10,1404/01/28 - 03:10:37,,,
1527,000307,,مشهد,929801000307.0,15.0,1403/05/09,1403/09/07 - 14:52:05,,,
1529,غلامرضا محمدرضا نیا,,طرقبه,929801000453.0,15.0,1403/12/25,1404/01/27 - 13:49:51,,,
1530,622109,صنعتی,تربت حیدریه,909801041998.0,50.0,1401/07/08,1404/01/27 - 02:11:52,881.714,50.7,2.7
1531,516173,کشاورزی,مشهد,909801041723.0,150.0,1401/03/08,1404/01/28 - 02:11:03,248775.6,397519.7,11.5
1532,529015,کشاورزی,مشهد,909801032080.0,125.0,1398/12/17,1404/01/28 - 03:10:42,87901.5,44859.6,18.59
1533,518273,,مشهد,909801058241.0,80.0,1403/09/20,1404/01/28 - 03:11:45,,,
1534,515809,,مشهد,909801032398.0,150.0,1399/04/26,1403/08/05 - 02:02:00,125819.2,8723.5,4.0
1535,604430,کشاورزی,تربت حیدریه,909801035293.0,50.0,1400/05/11,1404/01/28 - 02:04:55,13929.304,345070.0,2.18
1536,514947,کشاورزی,مشهد,909801033011.0,150.0,1399/07/15,1403/07/20 - 02:10:37,459540.8,923326.5,38.83
1537,604260,,تربت حیدریه,909801066321.0,80.0,1403/06/11,1404/01/25 - 03:13:27,,,
1538,615171,صنعتی,تربت حیدریه,909801033408.0,50.0,1399/08/25,1404/01/28 - 02:10:35,8313.897,51294.1,0.84
1539,514166,,مشهد,909801058130.0,100.0,1403/08/10,1404/01/28 - 03:11:28,,,
1540,1648520669,,مشهد,929801000524.0,15.0,1403/08/29,1404/01/25 - 13:52:43,,,
1541,514046,کشاورزی,مشهد,909801039495.0,150.0,1400/12/10,1404/01/28 - 02:10:41,271633.11,523300.8,9.92
1542,102711,,سبزوار,909801065895.0,150.0,1403/08/28,1404/01/28 - 03:10:05,,,
1543,603087,کشاورزی,تربت حیدریه,909801037684.0,125.0,1400/11/05,1404/01/26 - 03:13:20,2977137.53,487060.2,19.87
1544,602414,شرب و بهداشت دام,خواف,909801034953.0,50.0,1400/03/25,1404/01/27 - 02:09:30,3591.124,58613.9,0.66
1545,602572,شرب و بهداشت دام,خواف,909801035184.0,50.0,1400/03/25,1404/01/28 - 02:08:58,11481.433,252876.4,0.65
1546,603081,کشاورزی,تربت حیدریه,909801049774.0,150.0,1402/01/28,1404/01/28 - 03:10:10,0.0,,14.0
1547,1,,خرو,909801059355.0,200.0,1402/11/03,1404/01/28 - 03:01:05,,,
1548,911400,شرب و بهداشت دام,فریمان,909801033217.0,50.0,1399/08/20,1402/09/10 - 02:11:17,,,
1549,514131,شرب و بهداشت دام,مشهد,909801034838.0,50.0,1400/01/21,1403/03/06 - 02:10:41,2079.487,4272.5,1.95
1550,107118,,نیشابور,909801048143.0,100.0,1403/05/01,1403/08/13 - 02:49:13,0.0,,
1551,515173,شرب شهری,مشهد,909801048832.0,50.0,1401/12/04,1402/09/11 - 03:10:33,25.974,18.6,1.49
1552,606228,,گناباد,909801053238.0,150.0,1402/04/31,1404/01/28 - 03:10:55,,,
1553,25022002,,کلات,929801000638.0,25.0,1403/11/03,1403/11/02 - 00:10:24,,,
1554,805788,خدمات,نیشابور,909801048821.0,50.0,1401/11/19,1404/01/11 - 01:57:42,190.581,12.6,2.22
1555,14211337,,خرو,929801000287.0,25.0,1403/02/19,1404/01/23 - 13:56:15,,,
1556,516413,صنعتی,مشهد,909801058189.0,50.0,1402/09/27,1404/01/28 - 03:10:35,,,
1557,911132,صنعتی,مشهد,909801037762.0,50.0,1400/10/29,1403/02/23 - 03:08:04,4257.955,17141.5,2.86
1558,107146,کشاورزی,سبزوار,909801041201.0,150.0,1401/02/17,1403/08/30 - 02:03:40,545577.83,248460.2,25.04
1559,517006,صنعتی,مشهد,909801058345.0,100.0,1402/10/20,1404/01/28 - 03:11:15,,,
1560,517063,صنعتی,مشهد,909801041986.0,50.0,1402/09/09,1403/09/20 - 03:10:09,,,
1561,300159,,گناباد,909801052649.0,50.0,1402/04/06,1404/01/28 - 03:06:41,,,
1562,602674,شرب و بهداشت دام,خواف,909801049968.0,50.0,1402/05/24,1404/01/28 - 03:07:46,0.0,,
1564,209278,کشاورزی,درگز,909801040717.0,80.0,1402/04/26,1404/01/11 - 02:06:55,0.0,0.0,
1565,513190,کشاورزی,سرخس,909801065376.0,200.0,1403/05/29,1404/01/15 - 03:10:34,,,
1566,805771,صنعتی,نیشابور,909801033117.0,50.0,1399/07/23,1404/01/28 - 03:10:25,0.0,0.0,7.87
1567,14211131,,خرو,929801000185.0,20.0,1402/10/27,1404/01/27 - 13:37:13,,,
1568,601125,,تربت حیدریه,909801036593.0,50.0,1403/12/14,1404/01/28 - 02:05:40,0.0,,
1569,602498,صنعتی,خواف,909801041715.0,50.0,1401/05/27,1404/01/28 - 02:05:35,442.438,652.3,1.59
1570,514972,خدمات,مشهد,909801037408.0,150.0,1401/05/25,1403/01/18 - 01:59:59,206812.3,82430.5,16.83
1571,514182,خدمات,مشهد,909801039437.0,150.0,1401/05/20,1404/01/28 - 02:10:41,374340.3,198929.0,29.22
1572,515478,خدمات,مشهد,909801039445.0,100.0,1401/05/19,1404/01/27 - 02:10:42,10828.69,100654.2,8.89
1573,515049,خدمات,مشهد,909801039461.0,100.0,1401/05/20,1404/01/28 - 02:10:43,41836.86,41631.3,13.36
1574,517263,خدمات,مشهد,909801039469.0,100.0,1401/05/20,1403/09/16 - 02:09:03,122262.4,74608.5,19.87
1575,514625,خدمات,مشهد,909801039493.0,150.0,1401/05/19,1404/01/28 - 02:10:32,389119.1,281015.3,38.98
1576,516883,خدمات,مشهد,909801039573.0,150.0,1401/05/20,1404/01/28 - 02:10:34,213679.9,137234.1,22.32
1577,517884,خدمات,مشهد,909801040656.0,125.0,1401/05/20,1404/01/28 - 02:10:47,194990.9,178065.9,19.74
1578,514922,خدمات,مشهد,909801040718.0,80.0,1401/05/25,1404/01/28 - 02:08:38,-1325.884,5391.9,3.04
1579,514708,خدمات,مشهد,909801041204.0,150.0,1401/05/20,1404/01/28 - 02:10:30,872398.6,250503.4,48.34
1580,607035,شرب و بهداشت دام,خواف,909801055794.0,50.0,1402/08/28,1404/01/28 - 03:10:40,,,
1581,107211,کشاورزی,سبزوار,909801063115.0,100.0,1403/03/16,1404/01/28 - 03:05:10,,,
1582,622081,کشاورزی,تربت حیدریه,909801058341.0,100.0,1403/02/26,1404/01/28 - 03:10:55,,,
